Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-416491,C-24-4,2477,KANBAN-00126,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-673622,H-10-4,2130,KANBAN-00127,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-271639,E-11-2,533,KANBAN-00128,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-933321,A-03-1,296,KANBAN-00129,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-369938,C-29-4,1155,KANBAN-00130,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-802973,F-19-5,3120,KANBAN-00131,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-171906,F-15-1,1356,KANBAN-00132,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-281513,G-11-4,197,KANBAN-00133,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-508588,E-26-2,196,KANBAN-00134,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-238188,B-03-5,1348,KANBAN-00135,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-887953,E-17-5,3323,KANBAN-00136,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-839193,A-04-3,1148,KANBAN-00137,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-753547,C-17-5,511,KANBAN-00138,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-505681,B-18-1,1947,KANBAN-00139,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-968521,F-17-3,685,KANBAN-00140,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-134590,H-05-1,867,KANBAN-00141,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-557511,G-23-5,1294,KANBAN-00142,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-893602,B-10-5,2071,KANBAN-00143,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-402189,B-01-2,315,KANBAN-00144,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-180822,A-14-1,854,KANBAN-00145,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-946693,C-08-1,2772,KANBAN-00146,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-788341,G-18-1,3415,KANBAN-00147,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-836454,H-14-2,4629,KANBAN-00148,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-434282,F-19-2,1367,KANBAN-00149,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-765280,B-29-5,3835,KANBAN-00150,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-467870,C-08-1,3275,KANBAN-00151,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-726706,G-09-4,469,KANBAN-00152,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-949214,D-08-4,2013,KANBAN-00153,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-163512,G-04-1,3556,KANBAN-00154,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-207793,F-06-3,269,KANBAN-00155,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-643733,F-04-4,4847,KANBAN-00156,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-269186,A-23-2,2938,KANBAN-00157,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-452709,G-29-1,1933,KANBAN-00158,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-743108,C-06-3,3286,KANBAN-00159,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-882769,D-25-2,496,KANBAN-00160,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-779230,A-17-2,3032,KANBAN-00161,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-244574,G-25-4,881,KANBAN-00162,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-934219,F-17-4,2639,KANBAN-00163,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-282202,B-14-4,4306,KANBAN-00164,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-848077,H-18-3,4866,KANBAN-00165,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-322254,C-22-1,2580,KANBAN-00166,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-604541,G-28-5,2586,KANBAN-00167,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-154372,B-14-4,1419,KANBAN-00168,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-497782,B-25-2,2537,KANBAN-00169,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-986913,D-17-1,525,KANBAN-00170,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-769166,C-09-1,1513,KANBAN-00171,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-633121,E-12-5,1960,KANBAN-00172,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-376190,B-14-2,118,KANBAN-00173,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-333998,H-17-1,1588,KANBAN-00174,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-192223,A-14-4,4853,KANBAN-00175,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-779312,A-18-5,539,KANBAN-00176,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-568650,G-10-4,3444,KANBAN-00177,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-528568,D-27-4,117,KANBAN-00178,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-461035,E-18-4,332,KANBAN-00179,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-940140,H-10-3,1326,KANBAN-00180,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-793265,G-15-2,1530,KANBAN-00181,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-938547,F-19-5,1231,KANBAN-00182,Electronics & Wiring Harness Plant MX,Assembly Plant MX
MAT-630950,H-25-1,866,KANBAN-00183,Electronics & Wiring Harness Plant MX,Assembly Plant MX
