Period,Plant_Code,Volume,AvailableHours,LeadTimeDays
2020-W28,PL-013,805,2854,23
2020-W29,PL-013,2728,2539,58
2020-W30,PL-013,2555,2965,23
2020-W31,PL-013,1998,3957,32
2020-W32,PL-013,1698,2999,39
2020-W33,PL-013,1024,3360,6
2020-W34,PL-013,2039,3649,56
2020-W35,PL-013,1418,2691,16
2020-W36,PL-013,2876,3834,56
2020-W37,PL-013,2560,3931,42
2020-W38,PL-013,2682,2838,43
2020-W39,PL-013,2357,2098,12
2020-W40,PL-013,1203,2802,43
2020-W41,PL-013,1903,3187,10
2020-W42,PL-013,1025,3719,34
2020-W43,PL-013,2053,3796,59
2020-W44,PL-013,1211,2553,26
2020-W45,PL-013,2251,2411,55
2020-W46,PL-013,671,2306,24
2020-W47,PL-013,2719,2638,47
2020-W48,PL-013,1086,3005,39
2020-W49,PL-013,1314,2316,22
2020-W50,PL-013,2143,2271,22
2020-W51,PL-013,1973,2910,27
2020-W52,PL-013,1876,2556,54
2020-W53,PL-013,1545,2528,52
2021-W01,PL-013,2872,2461,51
2021-W02,PL-013,2250,3268,18
2021-W03,PL-013,1314,2357,38
2021-W04,PL-013,1988,3388,32
2021-W05,PL-013,1493,3580,39
2021-W06,PL-013,2821,2292,39
2021-W07,PL-013,2149,2716,33
2021-W08,PL-013,634,2858,32
2021-W09,PL-013,1242,3099,40
2021-W10,PL-013,1832,3422,37
2021-W11,PL-013,1987,3579,19
2021-W12,PL-013,1727,3431,49
2021-W13,PL-013,1377,3135,60
2021-W14,PL-013,545,2275,54
2021-W15,PL-013,1396,2600,60
2021-W16,PL-013,540,2339,57
2021-W17,PL-013,2221,2879,40
2021-W18,PL-013,1850,2162,10
2021-W19,PL-013,810,3047,6
2021-W20,PL-013,2321,3430,17
2021-W21,PL-013,723,3325,13
2021-W22,PL-013,844,3952,51
2021-W23,PL-013,1478,2929,60
2021-W24,PL-013,2491,2941,10
2021-W25,PL-013,2225,3783,14
2021-W26,PL-013,2591,2115,32
2021-W27,PL-013,1392,3129,12
2021-W28,PL-013,1995,3243,41
2021-W29,PL-013,2811,3187,32
2021-W30,PL-013,667,3631,40
2021-W31,PL-013,1883,3212,5
2021-W32,PL-013,2959,3304,51
2021-W33,PL-013,2311,3084,14
2021-W34,PL-013,2020,3484,15
2021-W35,PL-013,2795,2358,58
2021-W36,PL-013,695,3288,32
2021-W37,PL-013,1366,2847,52
2021-W38,PL-013,2688,3831,56
2021-W39,PL-013,1616,3310,58
2021-W40,PL-013,2533,2075,9
2021-W41,PL-013,1661,2231,31
2021-W42,PL-013,2902,2514,56
2021-W43,PL-013,2843,2579,38
2021-W44,PL-013,1241,3641,45
2021-W45,PL-013,1486,3158,18
2021-W46,PL-013,1011,3885,55
2021-W47,PL-013,989,2484,20
2021-W48,PL-013,2013,3568,40
2021-W49,PL-013,2894,3101,48
2021-W50,PL-013,2763,2611,47
2021-W51,PL-013,2840,2375,21
2021-W52,PL-013,2234,3000,44
2022-W01,PL-013,2308,3851,9
2022-W02,PL-013,951,2790,39
2022-W03,PL-013,2280,3995,41
2022-W04,PL-013,1447,2861,44
2022-W05,PL-013,1790,3861,26
2022-W06,PL-013,2580,2848,24
2022-W07,PL-013,602,3413,36
2022-W08,PL-013,2335,3783,14
2022-W09,PL-013,2688,2464,8
2022-W10,PL-013,635,3317,39
2022-W11,PL-013,2970,2319,56
2022-W12,PL-013,1711,2414,31
2022-W13,PL-013,2082,2502,14
2022-W14,PL-013,2755,3364,50
2022-W15,PL-013,2526,2657,59
2022-W16,PL-013,928,2113,26
2022-W17,PL-013,1585,3431,9
2022-W18,PL-013,1769,2927,30
2022-W19,PL-013,2706,3142,46
2022-W20,PL-013,1545,3171,29
2022-W21,PL-013,2610,3327,41
2022-W22,PL-013,2129,3406,5
2022-W23,PL-013,1930,3297,5
2022-W24,PL-013,2600,2271,29
2022-W25,PL-013,646,2358,58
2022-W26,PL-013,2278,3541,60
2022-W27,PL-013,1240,3568,5
2022-W28,PL-013,1769,3337,20
2022-W29,PL-013,1860,2888,33
2022-W30,PL-013,2642,2958,44
2022-W31,PL-013,1910,2682,6
2022-W32,PL-013,1915,3122,59
2022-W33,PL-013,663,2916,8
2022-W34,PL-013,2615,3677,25
2022-W35,PL-013,2446,3979,18
2022-W36,PL-013,1798,2738,6
2022-W37,PL-013,515,3471,55
2022-W38,PL-013,2316,2727,57
2022-W39,PL-013,2582,3217,51
2022-W40,PL-013,762,3175,29
2022-W41,PL-013,946,3348,46
2022-W42,PL-013,2822,2147,60
2022-W43,PL-013,2002,3493,6
2022-W44,PL-013,2345,3468,6
2022-W45,PL-013,2201,2661,59
2022-W46,PL-013,615,3069,16
2022-W47,PL-013,2901,2356,52
2022-W48,PL-013,884,3241,13
2022-W49,PL-013,2871,2834,18
2022-W50,PL-013,2478,2529,26
2022-W51,PL-013,1125,3082,15
2022-W52,PL-013,1655,3374,29
2023-W01,PL-013,774,3026,18
2023-W02,PL-013,775,2018,25
2023-W03,PL-013,1415,2276,31
2023-W04,PL-013,985,3525,46
2023-W05,PL-013,1749,2470,41
2023-W06,PL-013,2122,3033,25
2023-W07,PL-013,731,2233,41
2023-W08,PL-013,1707,3779,60
2023-W09,PL-013,1457,2590,8
2023-W10,PL-013,1806,3090,37
2023-W11,PL-013,1950,2275,30
2023-W12,PL-013,937,2814,5
2023-W13,PL-013,536,2513,8
2023-W14,PL-013,555,3426,6
2023-W15,PL-013,2112,3018,38
2023-W16,PL-013,1061,2702,8
2023-W17,PL-013,1669,3187,5
2023-W18,PL-013,2542,3410,30
2023-W19,PL-013,2508,3236,54
2023-W20,PL-013,1996,2076,41
2023-W21,PL-013,2908,3696,14
2023-W22,PL-013,2103,2284,20
2023-W23,PL-013,2239,3830,43
2023-W24,PL-013,763,2956,27
2023-W25,PL-013,1456,2996,55
2023-W26,PL-013,865,2477,10
2023-W27,PL-013,611,3323,43
2023-W28,PL-013,2411,2907,7
2023-W29,PL-013,2857,3977,24
2023-W30,PL-013,2374,2439,27
2023-W31,PL-013,672,2684,13
2023-W32,PL-013,1695,3022,51
2023-W33,PL-013,2642,2442,55
2023-W34,PL-013,1015,2733,22
2023-W35,PL-013,1091,2557,53
2023-W36,PL-013,2047,3575,12
2023-W37,PL-013,1316,3678,46
2023-W38,PL-013,566,2452,54
2023-W39,PL-013,856,3987,30
2023-W40,PL-013,1476,3049,36
2023-W41,PL-013,1476,3720,43
2023-W42,PL-013,1012,2181,31
2023-W43,PL-013,1257,3066,37
2023-W44,PL-013,1929,2096,15
2023-W45,PL-013,2181,2991,49
2023-W46,PL-013,1512,2883,17
2023-W47,PL-013,759,3995,9
2023-W48,PL-013,736,2561,50
2023-W49,PL-013,2371,3346,19
2023-W50,PL-013,615,2623,17
2023-W51,PL-013,868,2205,16
2023-W52,PL-013,2760,2697,52
2024-W01,PL-013,912,2533,52
2024-W02,PL-013,775,2351,38
2024-W03,PL-013,1824,2615,54
2024-W04,PL-013,1836,2100,8
2024-W05,PL-013,2121,2216,28
2024-W06,PL-013,2875,2343,29
2024-W07,PL-013,837,2066,32
2024-W08,PL-013,2387,3794,29
2024-W09,PL-013,1805,3819,45
2024-W10,PL-013,1735,2437,15
2024-W11,PL-013,1420,3559,29
2024-W12,PL-013,1246,2860,45
2024-W13,PL-013,2488,3801,10
2024-W14,PL-013,2832,2707,9
2024-W15,PL-013,2292,2066,56
2024-W16,PL-013,752,2931,32
2024-W17,PL-013,528,3222,59
2020-W02,PL-014,1579,3999,14
2020-W03,PL-014,796,2283,38
2020-W04,PL-014,1532,2569,58
2020-W05,PL-014,1969,2948,38
2020-W06,PL-014,1440,2168,14
2020-W07,PL-014,528,3494,60
2020-W08,PL-014,2230,3685,41
2020-W09,PL-014,2042,3178,22
2020-W10,PL-014,2365,2552,44
2020-W11,PL-014,1370,3285,34
2020-W12,PL-014,1814,3924,42
2020-W13,PL-014,877,2991,14
2020-W14,PL-014,2032,2365,60
2020-W15,PL-014,1686,2764,30
2020-W16,PL-014,2386,2543,56
2020-W17,PL-014,1076,3779,25
2020-W18,PL-014,2141,3201,47
2020-W19,PL-014,1257,3278,25
2020-W20,PL-014,1827,2170,50
2020-W21,PL-014,679,2573,23
2020-W22,PL-014,709,2410,20
2020-W23,PL-014,2510,2487,56
2020-W24,PL-014,2190,2756,53
2020-W25,PL-014,1656,2954,18
2020-W26,PL-014,2923,3028,52
2020-W27,PL-014,2242,2327,60
2020-W28,PL-014,1884,3852,28
2020-W29,PL-014,1959,3988,31
2020-W30,PL-014,719,3781,59
2020-W31,PL-014,2637,3359,13
2020-W32,PL-014,1610,2766,10
2020-W33,PL-014,2429,2382,9
2020-W34,PL-014,981,2692,30
2020-W35,PL-014,2585,2958,30
2020-W36,PL-014,2088,3642,38
2020-W37,PL-014,502,2137,20
2020-W38,PL-014,1765,3823,22
2020-W39,PL-014,2300,3908,9
2020-W40,PL-014,2193,2788,25
2020-W41,PL-014,2686,3217,57
2020-W42,PL-014,855,2736,22
2020-W43,PL-014,2487,2634,44
2020-W44,PL-014,2037,3359,13
2020-W45,PL-014,2335,2739,10
2020-W46,PL-014,1358,2613,60
2020-W47,PL-014,1481,3579,17
2020-W48,PL-014,2162,3877,54
2020-W49,PL-014,2925,2599,57
2020-W50,PL-014,1895,2472,5
2020-W51,PL-014,1786,3437,60
2020-W52,PL-014,916,2066,55
2020-W53,PL-014,1954,2823,14
2021-W01,PL-014,2291,2078,27
2021-W02,PL-014,1983,2958,43
2021-W03,PL-014,2781,2848,22
2021-W04,PL-014,1917,2394,30
2021-W05,PL-014,2496,3928,52
2021-W06,PL-014,2711,2508,55
2021-W07,PL-014,2176,3443,12
2021-W08,PL-014,2237,3169,37
2021-W09,PL-014,2826,2738,37
2021-W10,PL-014,1443,2378,16
2021-W11,PL-014,1683,3206,33
2021-W12,PL-014,746,3468,47
2021-W13,PL-014,1596,2093,44
2021-W14,PL-014,1874,3364,25
2021-W15,PL-014,811,3759,54
2021-W16,PL-014,753,3061,48
2021-W17,PL-014,1938,3914,26
2021-W18,PL-014,1063,2922,50
2021-W19,PL-014,1077,3964,10
2021-W20,PL-014,2894,3368,42
2021-W21,PL-014,1419,3305,32
2021-W22,PL-014,1525,3188,22
2021-W23,PL-014,2402,2441,16
2021-W24,PL-014,2275,3311,26
2021-W25,PL-014,2723,2238,55
2021-W26,PL-014,1864,3280,31
2021-W27,PL-014,1358,2092,31
2021-W28,PL-014,1687,2655,38
2021-W29,PL-014,2672,2933,60
2021-W30,PL-014,558,3977,35
2021-W31,PL-014,2296,3428,51
2021-W32,PL-014,520,3295,17
2021-W33,PL-014,963,3699,53
2021-W34,PL-014,2543,2481,36
2021-W35,PL-014,2623,2376,7
2021-W36,PL-014,1064,3771,11
2021-W37,PL-014,1701,2641,37
2021-W38,PL-014,1469,3182,9
2021-W39,PL-014,2496,2632,58
2021-W40,PL-014,698,3757,8
2021-W41,PL-014,1135,3065,16
2021-W42,PL-014,885,2945,39
2021-W43,PL-014,2644,2095,11
2021-W44,PL-014,1946,3635,50
2021-W45,PL-014,697,3213,49
2021-W46,PL-014,1952,2168,42
2021-W47,PL-014,748,2623,18
2021-W48,PL-014,2433,2990,41
2021-W49,PL-014,2748,3952,35
2021-W50,PL-014,2609,3186,46
2021-W51,PL-014,1877,2429,34
2021-W52,PL-014,899,2695,5
2022-W01,PL-014,2319,2284,34
2022-W02,PL-014,2821,2432,49
2022-W03,PL-014,2257,2959,56
2022-W04,PL-014,1777,2887,15
2022-W05,PL-014,1488,2211,25
2022-W06,PL-014,2226,2350,8
2022-W07,PL-014,2552,2784,51
2022-W08,PL-014,1277,2089,51
2022-W09,PL-014,1161,3108,40
2022-W10,PL-014,2992,2413,11
2022-W11,PL-014,2649,3096,30
2022-W12,PL-014,1355,2762,50
2022-W13,PL-014,2530,3134,23
2022-W14,PL-014,1273,2673,59
2022-W15,PL-014,2464,3414,34
2022-W16,PL-014,2567,3050,27
2022-W17,PL-014,2990,2934,29
2022-W18,PL-014,830,3263,43
2022-W19,PL-014,1724,3218,37
2022-W20,PL-014,834,3905,9
2022-W21,PL-014,1609,3733,53
2022-W22,PL-014,876,2645,41
2022-W23,PL-014,895,2125,17
2022-W24,PL-014,1513,3054,38
2022-W25,PL-014,1061,3353,43
2022-W26,PL-014,2314,2308,27
2022-W27,PL-014,2895,2799,17
2022-W28,PL-014,2008,2413,22
2022-W29,PL-014,2846,3084,22
2022-W30,PL-014,2464,3324,59
2022-W31,PL-014,612,2051,33
2022-W32,PL-014,773,3838,17
2022-W33,PL-014,1014,3363,45
2022-W34,PL-014,2596,3926,25
2022-W35,PL-014,2734,3437,14
2022-W36,PL-014,2996,2317,42
2022-W37,PL-014,684,3413,51
2022-W38,PL-014,933,3568,47
2022-W39,PL-014,2874,3896,39
2022-W40,PL-014,1346,2769,55
2022-W41,PL-014,2913,2769,32
2022-W42,PL-014,911,3604,55
2022-W43,PL-014,836,2833,10
2022-W44,PL-014,2719,2446,8
2022-W45,PL-014,1828,2964,53
2022-W46,PL-014,577,2972,33
2022-W47,PL-014,1676,2300,34
2022-W48,PL-014,2086,3672,42
2022-W49,PL-014,2606,2435,14
2022-W50,PL-014,1203,3481,13
2022-W51,PL-014,529,2380,13
2022-W52,PL-014,2396,3200,42
2023-W01,PL-014,1233,2159,13
2023-W02,PL-014,1353,2428,50
2023-W03,PL-014,2861,2099,11
2023-W04,PL-014,1126,3695,60
2023-W05,PL-014,1246,3604,7
2023-W06,PL-014,1948,2268,58
2023-W07,PL-014,1673,3093,36
2023-W08,PL-014,2637,3978,46
2023-W09,PL-014,2082,2527,21
2023-W10,PL-014,2383,2542,11
2023-W11,PL-014,2519,2448,23
2023-W12,PL-014,2174,3987,45
2023-W13,PL-014,806,2548,60
2023-W14,PL-014,2285,3925,14
2023-W15,PL-014,1852,3325,42
2023-W16,PL-014,644,3754,59
2023-W17,PL-014,1475,2110,23
2023-W18,PL-014,2345,2505,18
2023-W19,PL-014,2524,2533,37
2023-W20,PL-014,2941,3599,23
2023-W21,PL-014,2778,3955,53
2023-W22,PL-014,2932,3992,31
2023-W23,PL-014,728,2605,13
2023-W24,PL-014,1479,3910,19
2023-W25,PL-014,1892,3914,30
2023-W26,PL-014,2639,2582,41
2023-W27,PL-014,1696,3826,57
2023-W28,PL-014,990,3655,18
2023-W29,PL-014,1639,3017,36
2023-W30,PL-014,2294,2717,8
2023-W31,PL-014,2364,3888,34
2023-W32,PL-014,1887,3529,28
2023-W33,PL-014,661,2832,53
2023-W34,PL-014,1063,3612,40
2023-W35,PL-014,2157,3631,60
2023-W36,PL-014,1046,3985,58
2023-W37,PL-014,2604,3727,30
2023-W38,PL-014,2970,3820,52
2023-W39,PL-014,2981,3284,51
2023-W40,PL-014,1960,2678,50
2023-W41,PL-014,2748,2903,20
2023-W42,PL-014,573,2884,5
2023-W43,PL-014,1649,3451,31
2023-W44,PL-014,721,3694,46
2023-W45,PL-014,1493,3479,46
2023-W46,PL-014,1685,2541,53
2023-W47,PL-014,2866,2674,60
2023-W48,PL-014,2679,2658,59
2023-W49,PL-014,2988,2084,15
2023-W50,PL-014,755,2410,53
2023-W51,PL-014,598,3898,60
2023-W52,PL-014,1094,2443,24
2024-W01,PL-014,2969,2645,55
2024-W02,PL-014,1895,2002,33
2024-W03,PL-014,747,3431,44
2024-W04,PL-014,713,2986,24
2024-W05,PL-014,600,3510,42
2024-W06,PL-014,1270,2348,20
2024-W07,PL-014,2570,2268,18
2024-W08,PL-014,2929,2805,53
2024-W09,PL-014,2272,3755,44
2024-W10,PL-014,2384,2729,23
2024-W11,PL-014,1662,3553,56
2024-W12,PL-014,538,2967,22
2024-W13,PL-014,2651,2149,22
2024-W14,PL-014,2803,2638,17
2024-W15,PL-014,1611,2297,30
2024-W16,PL-014,1037,2315,46
2024-W17,PL-014,1699,3713,58
2024-W18,PL-014,2912,2323,59
2024-W19,PL-014,2593,3372,7
2024-W20,PL-014,1376,3360,13
2024-W21,PL-014,2979,2937,48
2024-W22,PL-014,725,2241,45
2024-W23,PL-014,1493,2734,40
2024-W24,PL-014,625,2798,28
2024-W25,PL-014,2194,3892,33
2024-W26,PL-014,2136,2199,51
2024-W27,PL-014,1185,2007,38
2024-W28,PL-014,930,2286,59
2020-W02,PL-015,1680,3477,14
2020-W03,PL-015,709,3860,49
2020-W04,PL-015,2500,2383,32
2020-W05,PL-015,2306,2835,58
2020-W06,PL-015,2614,3260,29
2020-W07,PL-015,2091,3207,38
2020-W08,PL-015,973,3386,30
2020-W09,PL-015,1020,2369,53
2020-W10,PL-015,1568,3659,48
2020-W11,PL-015,1817,2534,27
2020-W12,PL-015,2509,3691,18
2020-W13,PL-015,2021,3540,24
2020-W14,PL-015,1734,3459,48
2020-W15,PL-015,2822,2412,8
2020-W16,PL-015,904,2843,6
2020-W17,PL-015,1819,3635,31
2020-W18,PL-015,740,2977,58
2020-W19,PL-015,2837,2476,17
2020-W20,PL-015,772,2950,48
2020-W21,PL-015,1332,3106,32
2020-W22,PL-015,1221,2139,28
2020-W23,PL-015,1500,2663,28
2020-W24,PL-015,2314,3954,42
2020-W25,PL-015,1091,3416,14
2020-W26,PL-015,2506,3030,25
2020-W27,PL-015,1387,2532,51
2020-W28,PL-015,519,3271,21
2020-W29,PL-015,764,2614,44
2020-W30,PL-015,1165,2292,52
2020-W31,PL-015,2315,3232,55
2020-W32,PL-015,1196,3666,46
2020-W33,PL-015,2288,2510,58
2020-W34,PL-015,796,3891,52
2020-W35,PL-015,1025,2061,58
2020-W36,PL-015,907,3166,31
2020-W37,PL-015,2591,3733,41
2020-W38,PL-015,1794,2607,19
2020-W39,PL-015,1242,2805,20
2020-W40,PL-015,1823,2303,24
2020-W41,PL-015,920,2028,14
2020-W42,PL-015,2237,2502,51
2020-W43,PL-015,1748,3688,54
2020-W44,PL-015,1348,3441,29
2020-W45,PL-015,1542,3944,34
2020-W46,PL-015,1697,3909,18
2020-W47,PL-015,821,2462,32
2020-W48,PL-015,2795,3272,35
2020-W49,PL-015,1096,2210,20
2020-W50,PL-015,2085,2924,10
2020-W51,PL-015,2872,3241,8
2020-W52,PL-015,619,2076,6
2020-W53,PL-015,1733,3517,32
2021-W01,PL-015,1645,3581,20
2021-W02,PL-015,2368,3079,37
2021-W03,PL-015,825,3315,38
2021-W04,PL-015,1034,2880,46
2021-W05,PL-015,2407,2824,37
2021-W06,PL-015,1700,2974,53
2021-W07,PL-015,919,2248,18
2021-W08,PL-015,925,3326,27
2021-W09,PL-015,1758,3727,36
2021-W10,PL-015,2305,2328,8
2021-W11,PL-015,2058,2601,28
2021-W12,PL-015,2606,3838,32
2021-W13,PL-015,1805,3966,25
2021-W14,PL-015,2601,3403,27
2021-W15,PL-015,1748,3692,38
2021-W16,PL-015,2646,2478,39
2021-W17,PL-015,931,3938,5
2021-W18,PL-015,680,2204,24
2021-W19,PL-015,1366,2166,8
2021-W20,PL-015,2393,2756,47
2021-W21,PL-015,1588,2768,51
2021-W22,PL-015,522,2668,28
2021-W23,PL-015,1349,3650,23
2021-W24,PL-015,2708,3007,30
2021-W25,PL-015,2369,3840,41
2021-W26,PL-015,2293,2474,43
2021-W27,PL-015,1317,2736,28
2021-W28,PL-015,1924,3744,14
2021-W29,PL-015,2635,3116,11
2021-W30,PL-015,2578,3331,55
2021-W31,PL-015,2132,3813,20
2021-W32,PL-015,1547,3562,50
2021-W33,PL-015,1724,2889,40
2021-W34,PL-015,1753,3468,13
2021-W35,PL-015,964,2162,22
2021-W36,PL-015,789,2109,11
2021-W37,PL-015,785,3047,44
2021-W38,PL-015,1966,2564,40
2021-W39,PL-015,920,3880,30
2021-W40,PL-015,1906,3775,43
2021-W41,PL-015,1739,2763,20
2021-W42,PL-015,2928,2928,39
2021-W43,PL-015,2179,3814,7
2021-W44,PL-015,1309,2382,55
2021-W45,PL-015,1271,2509,30
2021-W46,PL-015,1358,3661,7
2021-W47,PL-015,1930,3821,14
2021-W48,PL-015,2318,3848,30
2021-W49,PL-015,834,3912,50
2021-W50,PL-015,2175,3463,38
2021-W51,PL-015,2415,3778,39
2021-W52,PL-015,1346,3482,48
2022-W01,PL-015,2988,3369,31
2022-W02,PL-015,531,3154,59
2022-W03,PL-015,652,2507,58
2022-W04,PL-015,1087,3981,30
2022-W05,PL-015,1261,3268,57
2022-W06,PL-015,2048,2386,25
2022-W07,PL-015,2200,2350,32
2022-W08,PL-015,2298,2916,23
2022-W09,PL-015,2383,2601,27
2022-W10,PL-015,1908,2108,6
2022-W11,PL-015,1702,2082,19
2022-W12,PL-015,2463,2734,8
2022-W13,PL-015,724,2967,5
2022-W14,PL-015,958,3249,6
2022-W15,PL-015,1404,3578,28
2022-W16,PL-015,699,3832,49
2022-W17,PL-015,752,2492,38
2022-W18,PL-015,1083,2583,49
2022-W19,PL-015,568,2682,13
2022-W20,PL-015,2180,3339,33
2022-W21,PL-015,2137,2471,11
2022-W22,PL-015,553,3643,22
2022-W23,PL-015,2170,3899,58
2022-W24,PL-015,2574,2069,41
2022-W25,PL-015,723,3448,35
2022-W26,PL-015,511,3849,51
2022-W27,PL-015,709,2976,33
2022-W28,PL-015,537,2829,31
2022-W29,PL-015,805,3837,37
2022-W30,PL-015,910,3959,46
2022-W31,PL-015,2271,3770,24
2022-W32,PL-015,723,2000,18
2022-W33,PL-015,2312,2799,55
2022-W34,PL-015,718,3181,36
2022-W35,PL-015,2274,2759,25
2022-W36,PL-015,1228,3416,60
2022-W37,PL-015,1789,3014,51
2022-W38,PL-015,2041,2827,17
2022-W39,PL-015,2237,3644,51
2022-W40,PL-015,2045,2194,10
2022-W41,PL-015,2342,2301,13
2022-W42,PL-015,2875,2335,16
2022-W43,PL-015,2726,2131,21
2022-W44,PL-015,2485,3664,50
2022-W45,PL-015,2369,2565,12
2022-W46,PL-015,2554,3955,28
2022-W47,PL-015,775,2848,41
2022-W48,PL-015,1250,3679,12
2022-W49,PL-015,2374,2184,31
2022-W50,PL-015,1151,2336,24
2022-W51,PL-015,1894,3976,16
2022-W52,PL-015,1864,3720,38
2023-W01,PL-015,2238,2234,49
2023-W02,PL-015,2954,3173,22
2023-W03,PL-015,1273,3841,38
2023-W04,PL-015,2183,2244,9
2023-W05,PL-015,1020,3869,47
2023-W06,PL-015,1306,2345,22
2023-W07,PL-015,1370,3117,5
2023-W08,PL-015,1513,2987,53
2023-W09,PL-015,925,3105,36
2023-W10,PL-015,2710,2683,39
2023-W11,PL-015,1812,2329,15
2023-W12,PL-015,2835,2749,53
2023-W13,PL-015,2753,2346,40
2023-W14,PL-015,934,3205,30
2023-W15,PL-015,2092,3664,59
2023-W16,PL-015,2469,2569,31
2023-W17,PL-015,1777,2322,21
2023-W18,PL-015,997,2427,33
2023-W19,PL-015,2171,2658,32
2023-W20,PL-015,2785,3963,58
2023-W21,PL-015,1505,2637,19
2023-W22,PL-015,1653,3633,60
2023-W23,PL-015,1659,2245,42
2023-W24,PL-015,2215,3078,46
2023-W25,PL-015,1400,3507,25
2023-W26,PL-015,1963,3737,41
2023-W27,PL-015,1643,3850,30
2023-W28,PL-015,601,3364,30
2023-W29,PL-015,1548,3595,52
2023-W30,PL-015,2172,2754,30
2023-W31,PL-015,2256,2617,24
2023-W32,PL-015,1589,3473,43
2023-W33,PL-015,2431,3684,14
2023-W34,PL-015,1493,2121,39
2023-W35,PL-015,2166,3191,36
2023-W36,PL-015,1995,2942,45
2023-W37,PL-015,1533,3589,50
2023-W38,PL-015,1607,2561,58
2023-W39,PL-015,2261,3837,60
2023-W40,PL-015,1620,2784,40
2020-W02,PL-016,2743,3732,19
2020-W03,PL-016,686,3088,48
2020-W04,PL-016,2972,3752,44
2020-W05,PL-016,791,3863,32
2020-W06,PL-016,2083,2112,24
2020-W07,PL-016,2527,3566,19
2020-W08,PL-016,1876,2659,17
2020-W09,PL-016,2916,2339,6
2020-W10,PL-016,2919,3213,43
2020-W11,PL-016,1867,2747,55
2020-W12,PL-016,2059,3222,45
2020-W13,PL-016,2771,3241,26
2020-W14,PL-016,1328,2913,44
2020-W15,PL-016,1322,2653,9
2020-W16,PL-016,609,2647,14
2020-W17,PL-016,2469,3999,26
2020-W18,PL-016,1408,2287,39
2020-W19,PL-016,2196,2307,25
2020-W20,PL-016,957,3514,8
2020-W21,PL-016,1501,3625,35
2020-W22,PL-016,2281,2706,38
2020-W23,PL-016,1148,2942,15
2020-W24,PL-016,772,3606,24
2020-W25,PL-016,1149,3801,45
2020-W26,PL-016,2032,2917,25
2020-W27,PL-016,1883,2142,43
2020-W28,PL-016,1528,2037,24
2020-W29,PL-016,2800,3120,19
2020-W30,PL-016,2180,2129,24
2020-W31,PL-016,652,3732,33
2020-W32,PL-016,2511,2843,23
2020-W33,PL-016,2085,3921,32
2020-W34,PL-016,2518,2030,14
2020-W35,PL-016,2726,2889,38
2020-W36,PL-016,753,2201,22
2020-W37,PL-016,2944,3937,54
2020-W38,PL-016,2011,2342,51
2020-W39,PL-016,1548,2710,34
2020-W40,PL-016,1581,2386,42
2020-W41,PL-016,1233,2374,34
2020-W42,PL-016,2655,3575,43
2020-W43,PL-016,2375,2579,60
2020-W44,PL-016,642,2382,46
2020-W45,PL-016,2860,2875,59
2020-W46,PL-016,1029,3065,40
2020-W47,PL-016,1136,3702,33
2020-W48,PL-016,731,3429,59
2020-W49,PL-016,2962,2754,46
2020-W50,PL-016,1800,2663,43
2020-W51,PL-016,2756,2043,20
2020-W52,PL-016,1603,3235,24
2020-W53,PL-016,822,3060,22
2021-W01,PL-016,2046,3102,53
2021-W02,PL-016,2929,2319,27
2021-W03,PL-016,1590,2401,59
2021-W04,PL-016,782,3429,22
2021-W05,PL-016,2777,3263,47
2021-W06,PL-016,2748,3752,8
2021-W07,PL-016,2142,2435,60
2021-W08,PL-016,1184,2772,17
2021-W09,PL-016,1990,2617,40
2021-W10,PL-016,1178,2698,29
2021-W11,PL-016,2500,3757,58
2021-W12,PL-016,2965,3523,10
2021-W13,PL-016,2542,3212,58
2021-W14,PL-016,1922,3864,51
2021-W15,PL-016,1089,3166,44
2021-W16,PL-016,583,3614,5
2021-W17,PL-016,517,3319,50
2021-W18,PL-016,1193,3062,48
2021-W19,PL-016,2971,3769,5
2021-W20,PL-016,941,2220,18
2021-W21,PL-016,2753,3770,13
2021-W22,PL-016,1072,2363,48
2021-W23,PL-016,1061,2704,57
2021-W24,PL-016,2008,2669,19
2021-W25,PL-016,1467,3248,44
2021-W26,PL-016,1650,2208,44
2021-W27,PL-016,726,2528,17
2021-W28,PL-016,1093,2403,52
2021-W29,PL-016,2276,3444,57
2021-W30,PL-016,1162,2992,7
2021-W31,PL-016,2551,3974,36
2021-W32,PL-016,1270,3336,16
2021-W33,PL-016,2157,3357,21
2021-W34,PL-016,1237,2963,42
2021-W35,PL-016,649,3494,23
2021-W36,PL-016,2474,2645,33
2021-W37,PL-016,2005,2962,34
2021-W38,PL-016,2799,2933,26
2021-W39,PL-016,1897,3971,5
2021-W40,PL-016,2439,2449,37
2021-W41,PL-016,948,3342,25
2021-W42,PL-016,2609,3635,8
2021-W43,PL-016,2993,2717,18
2021-W44,PL-016,1331,2352,18
2021-W45,PL-016,528,3060,49
2021-W46,PL-016,1337,3093,35
2021-W47,PL-016,2082,3180,56
2021-W48,PL-016,2254,3370,55
2021-W49,PL-016,1849,3594,27
2021-W50,PL-016,2996,2506,46
2021-W51,PL-016,887,3229,34
2021-W52,PL-016,2714,2110,12
2022-W01,PL-016,1541,2018,59
2022-W02,PL-016,1243,2337,39
2022-W03,PL-016,702,3311,32
2022-W04,PL-016,1618,2495,19
2022-W05,PL-016,2596,3519,8
2022-W06,PL-016,1435,3239,19
2022-W07,PL-016,1184,2628,22
2022-W08,PL-016,2252,3766,29
