Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1160,000170001120,Induction Heating Unit,CC-4838,37852.05,Kuka Ag
P1160,000170001121,Hydraulic Press,CC-4839,320277.80,Eisenmann SE
P1160,000170001122,Torque Application Unit,CC-4836,41135.27,KUKA AG
P1160,000170001123,Battery Pack Assembly Cell,CC-4838,439693.25,kuka ag
P1160,000170001124,Vision Inspection Station,CC-4836,36767.93,Kuka Ag
P1160,000170001125,Conveyor System,CC-4836,117351.71,Yaskawa
P1160,000170001126,Conveyor System,CC-4836,63539.73,Yaskawa Motoman
P1160,000170001127,Wheel Alignment Rig,CC-4838,61728.00,Carl Zeiss Industrial Metrology
P1160,000170001128,Adhesive Dispensing Unit,CC-4836,81819.63,Rockwell Automation
P1160,000170001129,Adhesive Dispensing Unit,CC-4838,61854.01,Bosch Rexroth
P1160,000170001130,Final Functional Test Bench,CC-4839,126423.36,KUKA AG
P1160,000170001131,Torque Application Unit,CC-4839,23796.07,Atlas Copco
P1160,000170001132,Hydraulic Press,CC-4837,175419.81,Mazak Corporation
P1160,000170001133,Paint Application Robot,CC-4838,194791.04,Lincoln Electric
P1160,000170001134,Stamping Press,CC-4838,626986.90,KUKA AG
P1160,000170001135,Robotic Welding Cell,CC-4837,203872.78,KUKA AG
P1160,000170001136,Palletizing Robot,CC-4836,81768.45,Yaskawa
P1160,000170001137,Robotic Welding Cell,CC-4837,168737.27,Carl Zeiss Industrial Metrology
P1160,000170001138,Paint Application Robot,CC-4838,221959.66,Lincoln Electric
P1160,000170001139,Wheel Alignment Rig,CC-4837,77363.20,Atlas Copco
P1160,000170001140,Injection Molding Machine,CC-4838,370254.83,DMG MORI
P1160,000170001141,Hydraulic Press,CC-4837,323329.65,YASKAWA MOTOMAN
P1160,000170001142,Induction Heating Unit,CC-4839,44440.64,Miller
P1160,000170001143,Laser Welding Cell,,258464.03,ABB Robotics
P1160,000170001144,Injection Molding Machine,CC-4839,211416.62,ABB Robotics
P1160,000170001145,Torque Application Unit,CC-4837,36664.69,ABB Robotics
P1160,000170001146,Overhead Gantry Loader,CC-4838,134179.88,ABB Robotics
P1160,000170001147,Laser Welding Cell,CC-4837,345099.92,DMG
P1160,000170001148,Wheel Alignment Rig,CC-4838,33041.15,Kuka Ag
P1160,000170001149,Coil Winding Machine,CC-4837,201153.81,KUKA AG
P1160,000170001150,Adhesive Dispensing Unit,CC-4836,55249.51,ABB Robotics
P1160,000170001151,CNC Machining Center,CC-4837,381512.35,Miller
P1160,000170001152,CNC Machining Center,CC-4836,222276.83,KUKA AG
P1160,000170001153,Vision Inspection Station,,53323.57,KUKA
P1160,000170001154,Laser Welding Cell,,279873.49,Yaskawa Motoman
P1160,000170001155,Coil Winding Machine,CC-4838,97723.86,Fives Group
P1160,000170001156,Wheel Alignment Rig,CC-4837,86067.48,Carl Zeiss Industrial Metrology
P1160,000170001157,Paint Application Robot,CC-4838,343663.83,KUKA AG
P1160,000170001158,Battery Pack Assembly Cell,CC-4838,502279.09,FANUC
P1160,000170001159,Injection Molding Machine,CC-4837,272521.43,Lincoln Electric
P1160,000170001160,Induction Heating Unit,CC-4838,59832.60,Schuler Group
P1160,000170001161,Injection Molding Machine,CC-4836,365558.06,ABB Robotics
P1160,000170001162,Conveyor System,CC-4838,79955.37,Haas Automation
P1160,000170001163,Paint Application Robot,CC-4839,247658.32,Atlas Copco
P1160,000170001164,Torque Application Unit,CC-4838,41869.69,ABB Robotics
P1160,000170001165,Battery Pack Assembly Cell,CC-4839,282748.89,Carl Zeiss Industrial Metrology
P1160,000170001166,Injection Molding Machine,CC-4838,282217.85,fanuc corporation
P1160,000170001167,CNC Machining Center,CC-4836,264628.25,Yaskawa Motoman
P1160,000170001168,Battery Pack Assembly Cell,CC-4839,354903.75,Durr Ag
P1160,000170001169,Leak Test Station,CC-4839,42346.63,ABB Robotics
P1160,000170001170,Leak Test Station,CC-4837,59306.82,Hexagon
P1160,000170001171,Battery Pack Assembly Cell,CC-4836,514692.32,KUKA AG
P1160,000170001172,Stamping Press,CC-4837,543438.52,FANUC
P1160,000170001173,Palletizing Robot,CC-4837,156878.89,Miller Electric
P1160,000170001174,Torque Application Unit,CC-4838,39684.86,Yaskawa Motoman
P1160,000170001175,Laser Welding Cell,CC-4839,258965.87,FANUC
P1160,000170001176,Automated Guided Vehicle,CC-4836,50655.25,Haas Automation
P1160,000170001177,Assembly Torque Wrench Station,CC-4839,25907.01,ABB
P1160,000170001178,Riveting Station,CC-4837,34791.38,Eisenmann SE
P1160,000170001179,Adhesive Dispensing Unit,CC-4839,55710.43,KUKA AG
P1160,000170001180,Adhesive Dispensing Unit,CC-4838,82831.21,KUKA
P1160,000170001181,Final Functional Test Bench,CC-4836,186172.97,KUKA AG
P1160,000170001182,Robotic Welding Cell,CC-4838,186719.68,Bosch Rexroth
P1160,000170001183,Vision Inspection Station,CC-4838,87290.12,KUKA
P1160,000170001184,Laser Welding Cell,CC-4838,190542.33,KUKA AG
P1160,000170001185,Battery Pack Assembly Cell,CC-4837,283844.37,KUKA
P1160,000170001186,CNC Machining Center,CC-4837,388797.76,Bosch Rexroth
P1160,000170001187,Palletizing Robot,CC-4839,147279.84,KUKA
P1160,000170001188,Adhesive Dispensing Unit,CC-4837,73172.77,haas automation
P1160,000170001189,Hydraulic Press,CC-4836,159929.07,Schuler Group
P1160,000170001190,Automated Guided Vehicle,CC-4836,58867.92,KUKA AG
P1160,000170001191,Wheel Alignment Rig,CC-4837,54615.96,FANUC Corporation
P1160,000170001192,Vision Inspection Station,CC-4839,88030.37,KUKA AG
P1160,000170001193,Coil Winding Machine,CC-4837,141668.24,ABB Robotics
P1160,000170001194,Automated Guided Vehicle,CC-4838,91567.93,AIDA ENGINEERING
P1160,000170001195,Injection Molding Machine,CC-4838,428164.81,KUKA
P1160,000170001196,Adhesive Dispensing Unit,CC-4837,53300.96,Miller
P1160,000170001197,Paint Application Robot,CC-4836,277435.33,Schneider
P1160,000170001198,Injection Molding Machine,CC-4838,372511.40,KUKA AG
P1160,000170001199,Paint Application Robot,CC-4838,173108.66,ABB Robotics
P1160,000170001200,Laser Welding Cell,CC-4836,272898.59,KUKA AG
P1160,000170001201,Overhead Gantry Loader,CC-4837,63127.00,Eisenmann SE
P1160,000170001202,Ultrasonic Welding Station,CC-4837,79312.14,Haas Automation
P1160,000170001203,Final Functional Test Bench,,62227.84,Miller Electric
P1160,000170001204,CNC Machining Center,CC-4838,334584.93,Fanuc Corporation
P1160,000170001205,Screw Fastening Station,CC-4839,35550.87,Kuka Ag
P1160,000170001206,Dimensional Measurement Arm,CC-4837,140089.28,FANUC
P1160,000170001207,Laser Welding Cell,CC-4836,271341.44,ABB
P1160,000170001208,Automated Guided Vehicle,CC-4837,62193.18,KUKA AG
P1160,000170001209,Dimensional Measurement Arm,CC-4838,55480.26,KUKA
P1160,000170001210,Battery Pack Assembly Cell,CC-4836,591339.01,Schuler Group
P1160,000170001211,Final Functional Test Bench,CC-4836,93606.76,ABB Robotics
P1160,000170001212,Coil Winding Machine,CC-4839,81935.69,FANUC CORPORATION
P1160,000170001213,Torque Application Unit,CC-4837,40643.62,Mazak
P1160,000170001214,Coil Winding Machine,CC-4836,216286.75,ABB
P1160,000170001215,Robotic Welding Cell,CC-4839,174329.86,Kuka Ag
P1160,000170001216,Palletizing Robot,,115931.29,Mazak Corporation
P1160,000170001217,Riveting Station,CC-4838,54363.35,KUKA AG
P1160,000170001218,Robotic Welding Cell,CC-4836,267989.67,FANUC Corporation
P1160,000170001219,Torque Application Unit,CC-4837,30096.93,KUKA
P1160,000170001220,Riveting Station,CC-4836,53813.01,Atlas Copco
P1160,000170001221,Screw Fastening Station,,19181.85,Bosch Rexroth
P1160,000170001222,Paint Application Robot,CC-4839,153827.14,KUKA
P1160,000170001223,Riveting Station,CC-4838,42686.40,FANUC Corporation
P1160,000170001224,Induction Heating Unit,CC-4836,37386.30,ABB Robotics
P1160,000170001225,Battery Pack Assembly Cell,CC-4836,440782.57,Durr AG
P1160,000170001226,Ultrasonic Welding Station,CC-4839,67046.04,Mazak Corporation
P1160,000170001227,Paint Application Robot,CC-4836,273748.56,Siemens AG
P1160,000170001228,,CC-4837,388487.27,Miller Electric
P1160,000170001229,Induction Heating Unit,CC-4839,39098.08,Fives
P1160,000170001230,Assembly Torque Wrench Station,CC-4839,26983.75,AIDA
P1160,000170001231,Injection Molding Machine,CC-4836,401746.28,FANUC Corporation
P1160,000170001232,Paint Application Robot,CC-4839,210611.88,Mazak Corporation
P1160,000170001233,Vision Inspection Station,CC-4837,76783.77,AIDA Engineering
P1160,000170001234,Riveting Station,CC-4839,43488.78,KUKA AG
P1160,000170001235,Ultrasonic Welding Station,CC-4837,77269.70,Lincoln Electric
P1160,000170001236,Conveyor System,CC-4837,148905.61,KUKA AG
P1160,000170001237,Screw Fastening Station,CC-4836,18575.94,KUKA
P1160,000170001238,Assembly Torque Wrench Station,CC-4838,29246.62,FANUC CORPORATION
P1160,000170001239,Final Functional Test Bench,CC-4836,116199.68,KUKA AG
P1160,000170001240,Ultrasonic Welding Station,CC-4839,56572.03,Atlas Copco
P1160,000170001241,Palletizing Robot,CC-4837,167341.00,Siemens AG
P1160,000170001242,Injection Molding Machine,CC-4839,340739.63,Kuka Ag
P1160,000170001243,Assembly Torque Wrench Station,CC-4836,30971.93,Miller Electric
P1160,000170001244,Conveyor System,CC-4839,127568.68,Hexagon AB
P1160,000170001245,Overhead Gantry Loader,CC-4838,95096.84,Dematic
P1160,000170001246,Stamping Press,CC-4838,635482.06,Miller Electric
P1160,000170001247,Torque Application Unit,CC-4837,16011.95,Yaskawa Motoman
P1160,000170001248,Palletizing Robot,CC-4836,144219.26,KUKA
P1160,000170001249,Vision Inspection Station,CC-4836,81819.32,Lincoln Electric
P1160,000170001250,Wheel Alignment Rig,CC-4838,36613.25,KUKA AG
P1160,000170001251,Coil Winding Machine,CC-4837,209951.14,KUKA
P1160,000170001252,Screw Fastening Station,CC-4838,15580.91,KUKA
P1160,000170001253,Screw Fastening Station,CC-4837,19885.21,Rockwell Automation
P1160,000170001254,Battery Pack Assembly Cell,CC-4838,526928.73,Miller Electric
P1160,000170001255,Final Functional Test Bench,CC-4838,64562.04,ABB Robotics
P1160,000170001256,Palletizing Robot,CC-4839,167415.25,Bosch Rexroth
P1160,000170001257,Ultrasonic Welding Station,CC-4836,75793.02,KUKA
P1160,000170001258,Final Functional Test Bench,CC-4838,128299.08,FANUC
P1160,000170001259,Riveting Station,CC-4836,68789.72,KUKA AG
P1160,000170001260,Robotic Welding Cell,CC-4838,233592.40,Hexagon
P1160,000170001261,Leak Test Station,CC-4838,52194.90,Atlas Copco
P1160,000170001262,Ultrasonic Welding Station,CC-4839,46751.99,Dmg Mori
P1160,000170001263,Screw Fastening Station,CC-4837,16116.27,FANUC Corporation
P1160,000170001264,Overhead Gantry Loader,CC-4837,70119.40,ABB
P1160,000170001265,Paint Application Robot,CC-4837,218686.06,KUKA
P1160,000170001266,Battery Pack Assembly Cell,CC-4839,514082.62,fanuc corporation
P1160,000170001267,Palletizing Robot,CC-4837,124540.91,KUKA
P1160,000170001268,Palletizing Robot,CC-4838,171138.49,Atlas Copco
P1160,000170001269,Battery Pack Assembly Cell,CC-4836,261807.13,Abb Robotics
P1160,000170001270,Wheel Alignment Rig,,72131.01,Bosch Rexroth
P1160,000170001271,Hydraulic Press,CC-4837,290663.04,DMG MORI
P1160,000170001272,Paint Application Robot,CC-4836,220864.44,YASKAWA MOTOMAN
P1160,000170001273,Conveyor System,CC-4836,70345.56,KUKA AG
P1160,000170001274,Screw Fastening Station,CC-4836,16489.92,ABB Robotics
P1160,000170001275,Hydraulic Press,CC-4836,356125.01,KUKA AG
P1160,000170001276,CNC Machining Center,CC-4838,397162.47,Yaskawa Motoman
P1160,000170001277,Final Functional Test Bench,CC-4836,176171.51,Schuler Group
P1160,000170001278,Overhead Gantry Loader,CC-4839,92327.72,DMG MORI
P1160,000170001279,Stamping Press,CC-4838,538891.73,KUKA AG
P1160,000170001280,Stamping Press,CC-4839,826993.55,KUKA
P1160,000170001281,Assembly Torque Wrench Station,CC-4837,32579.94,Lincoln
P1160,000170001282,Coil Winding Machine,CC-4836,178782.24,KUKA AG
P1160,000170001283,Wheel Alignment Rig,CC-4839,57474.18,KUKA AG
P1160,000170001284,Stamping Press,CC-4838,835491.58,Haas Automation
P1160,000170001285,Final Functional Test Bench,CC-4837,69788.19,Siemens AG
P1160,000170001286,Dimensional Measurement Arm,CC-4837,88308.87,Atlas Copco
P1160,000170001287,Stamping Press,CC-4838,1017238.96,KUKA AG
P1160,000170001288,Torque Application Unit,CC-4839,16606.98,comau
P1160,000170001289,Coil Winding Machine,CC-4837,219111.30,KUKA AG
P1160,000170001290,Paint Application Robot,CC-4836,188517.75,Kuka Ag
P1160,000170001291,Leak Test Station,CC-4838,29181.32,KUKA
P1160,000170001292,Assembly Torque Wrench Station,CC-4838,16248.78,Kuka Ag
P1160,000170001293,Adhesive Dispensing Unit,CC-4838,87928.77,Siemens AG
P1160,000170001294,,CC-4839,16580.64,ABB
P1160,000170001295,Automated Guided Vehicle,CC-4839,66880.63,KUKA AG
P1160,000170001296,Battery Pack Assembly Cell,CC-4837,427391.83,ABB ROBOTICS
P1160,000170001297,CNC Machining Center,CC-4837,281931.39,Schuler
P1160,000170001298,Robotic Welding Cell,CC-4836,253389.21,KUKA
P1160,000170001299,Injection Molding Machine,CC-4839,481727.71,Schuler Group
P1160,000170001300,Battery Pack Assembly Cell,CC-4838,332049.82,AIDA Engineering
P1160,000170001301,Paint Application Robot,,190269.21,Bosch Rexroth
P1160,000170001302,Adhesive Dispensing Unit,CC-4838,41001.24,Mazak Corporation
P1160,000170001303,Torque Application Unit,CC-4838,18261.16,Mazak Corporation
P1160,000170001304,Induction Heating Unit,CC-4839,61874.87,kuka ag
P1160,000170001305,Assembly Torque Wrench Station,CC-4836,26318.69,ABB Robotics
P1160,000170001306,Paint Application Robot,CC-4839,313529.18,ABB Robotics
P1160,000170001307,CNC Machining Center,CC-4837,297602.82,Carl Zeiss Industrial Metrology
P1160,000170001308,Palletizing Robot,CC-4837,113822.27,KUKA AG
P1160,000170001309,Screw Fastening Station,CC-4839,35563.68,KUKA AG
P1160,000170001310,Paint Application Robot,CC-4837,165318.34,Kuka Ag
P1160,000170001311,Robotic Welding Cell,CC-4839,135052.83,kuka ag
P1160,000170001312,Coil Winding Machine,CC-4839,94477.28,KUKA AG
P1160,000170001313,Adhesive Dispensing Unit,CC-4839,70020.38,ABB Robotics
P1160,000170001314,Torque Application Unit,CC-4837,24345.95,Schneider Electric
P1160,000170001315,Paint Application Robot,CC-4839,183100.36,KUKA AG
P1160,000170001316,Final Functional Test Bench,CC-4836,178786.44,KUKA AG
P1160,000170001317,Battery Pack Assembly Cell,CC-4838,492407.49,FANUC
P1160,000170001318,Assembly Torque Wrench Station,CC-4837,18345.11,ABB ROBOTICS
