Characteristic_No,Station_Ref,Value,UpperSpecLimit,LowerSpecLimit,ProcessCapability
K1523,S02,65.77,66.395,65.029,1.56
K1523,S02,65.599,66.395,65.029,1.56
K1523,S02,65.491,66.395,65.029,1.56
K1524,S02,18.091,18.397,14.268,1.16
K1524,S02,16.239,18.397,14.268,1.16
K1524,S02,17.064,18.397,14.268,1.16
K1525,S03,183.375,186.292,181.807,1.49
K1525,S03,183.948,186.292,181.807,1.49
K1526,S03,89.815,91.557,87.827,1.42
K1526,S03,90.066,91.557,87.827,1.42
K1527,S01,179.1,182.207,177.184,1.61
K1527,S01,179.703,182.207,177.184,1.61
K1527,S01,180.377,182.207,177.184,1.61
K1527,S01,179.246,182.207,177.184,1.61
K1528,S02,185.49,188.977,185.322,0.75
K1528,S02,187.479,188.977,185.322,0.75
K1529,S02,72.527,74.076,70.259,1.48
K1529,S02,71.847,74.076,70.259,1.48
K1530,S02,131.186,134.616,128.168,1.74
K1530,S02,131.591,134.616,128.168,1.74
K1530,S02,130.843,134.616,128.168,1.74
K1530,S02,132.251,134.616,128.168,1.74
K1530,S02,131.34,134.616,128.168,1.74
K1531,S01,154.046,155.799,152.128,1.73
K1531,S01,153.648,155.799,152.128,1.73
K1531,S01,153.167,155.799,152.128,1.73
K1531,S01,153.334,155.799,152.128,1.73
K1532,S01,138.414,139.454,137.612,1.51
K1532,S01,138.252,139.454,137.612,1.51
K1532,S01,138.262,139.454,137.612,1.51
K1532,S01,138.468,139.454,137.612,1.51
K1533,S01,34.634,35.199,33.84,0.6
K1533,S01,34.988,35.199,33.84,0.6
K1533,S01,35.017,35.199,33.84,0.6
K1533,S01,34.973,35.199,33.84,0.6
K1533,S01,34.211,35.199,33.84,0.6
K1534,S02,46.679,49.818,43.66,1.06
K1534,S02,45.917,49.818,43.66,1.06
K1534,S02,46.287,49.818,43.66,1.06
K1535,S02,53.245,56.993,49.912,0.77
K1535,S02,53.967,56.993,49.912,0.77
K1535,S02,53.856,56.993,49.912,0.77
K1536,S03,77.896,81.054,72.238,1.76
K1536,S03,77.579,81.054,72.238,1.76
K1536,S03,76.648,81.054,72.238,1.76
K1536,S03,76.36,81.054,72.238,1.76
K1536,S03,77.259,81.054,72.238,1.76
K1537,S03,117.353,121.534,114.375,2.03
K1537,S03,118.334,121.534,114.375,2.03
K1537,S03,118.349,121.534,114.375,2.03
K1538,S03,80.412,83.678,78.118,2.19
K1538,S03,80.638,83.678,78.118,2.19
K1538,S03,81.219,83.678,78.118,2.19
K1538,S03,80.921,83.678,78.118,2.19
K1538,S03,80.752,83.678,78.118,2.19
K1539,S01,67.794,72.24,63.495,1.1
K1539,S01,66.256,72.24,63.495,1.1
K1539,S01,68.951,72.24,63.495,1.1
K1540,S01,82.808,82.415,75.426,0.66
K1540,S01,80.522,82.415,75.426,0.66
K1540,S01,78.482,82.415,75.426,0.66
K1540,S01,78.612,82.415,75.426,0.66
K1541,S01,94.28,96.03,91.866,0.91
K1541,S01,94.58,96.03,91.866,0.91
K1541,S01,93.29,96.03,91.866,0.91
K1541,S01,93.135,96.03,91.866,0.91
K1542,S02,144.648,145.776,144.15,0.82
K1542,S02,145.137,145.776,144.15,0.82
K1542,S02,145.284,145.776,144.15,0.82
K1543,S03,16.49,17.222,15.834,1.83
K1543,S03,16.303,17.222,15.834,1.83
K1543,S03,16.544,17.222,15.834,1.83
K1543,S03,16.338,17.222,15.834,1.83
K1543,S03,16.158,17.222,15.834,1.83
K1544,S03,162.241,164.303,157.693,1.72
K1544,S03,161.568,164.303,157.693,1.72
K1544,S03,160.985,164.303,157.693,1.72
K1544,S03,161.219,164.303,157.693,1.72
K1545,S03,169.139,171.927,166.802,1.98
K1545,S03,169.258,171.927,166.802,1.98
K1545,S03,168.93,171.927,166.802,1.98
K1545,S03,168.542,171.927,166.802,1.98
K1546,S01,37.786,42.658,33.436,1.63
K1546,S01,39.323,42.658,33.436,1.63
K1546,S01,38.013,42.658,33.436,1.63
K1546,S01,39.102,42.658,33.436,1.63
K1546,S01,38.749,42.658,33.436,1.63
K1547,S01,133.01,134.902,131.857,1.31
K1547,S01,134.464,134.902,131.857,1.31
K1547,S01,132.88,134.902,131.857,1.31
K1547,S01,133.951,134.902,131.857,1.31
K1548,S02,188.927,193.171,186.829,1.05
K1548,S02,190.253,193.171,186.829,1.05
K1548,S02,189.35,193.171,186.829,1.05
K1548,S02,190.391,193.171,186.829,1.05
K1549,S03,174.94,178.144,172.273,1.38
K1549,S03,175.998,178.144,172.273,1.38
K1549,S03,174.626,178.144,172.273,1.38
K1549,S03,175.384,178.144,172.273,1.38
K1549,S03,174.873,178.144,172.273,1.38
K1550,S03,162.49,163.479,161.183,0.94
K1550,S03,161.829,163.479,161.183,0.94
K1550,S03,162.411,163.479,161.183,0.94
K1550,S03,162.441,163.479,161.183,0.94
K1550,S03,161.962,163.479,161.183,0.94
K1551,S01,154.909,157.193,148.927,1.33
K1551,S01,152.732,157.193,148.927,1.33
K1552,S01,157.371,160.866,154.583,1.4
K1552,S01,156.678,160.866,154.583,1.4
K1552,S01,157.555,160.866,154.583,1.4
K1552,S01,158.181,160.866,154.583,1.4
K1553,S02,185.793,188.626,183.257,1.75
K1553,S02,185.772,188.626,183.257,1.75
K1553,S02,186.383,188.626,183.257,1.75
K1553,S02,186.453,188.626,183.257,1.75
K1554,S02,178.028,181.483,176.223,1.64
K1554,S02,178.59,181.483,176.223,1.64
K1555,S01,23.652,28.288,21.31,0.65
K1555,S01,26.207,28.288,21.31,0.65
K1556,S01,79.327,82.845,78.928,0.76
K1556,S01,81.162,82.845,78.928,0.76
K1556,S01,80.421,82.845,78.928,0.76
K1556,S01,79.564,82.845,78.928,0.76
K1556,S01,79.859,82.845,78.928,0.76
K1557,S02,154.457,156.983,151.556,1.19
K1557,S02,154.359,156.983,151.556,1.19
K1557,S02,154.808,156.983,151.556,1.19
K1557,S02,154.564,156.983,151.556,1.19
K1558,S02,147.477,150.949,144.245,2.11
K1558,S02,147.346,150.949,144.245,2.11
K1558,S02,147.923,150.949,144.245,2.11
K1558,S02,146.678,150.949,144.245,2.11
K1558,S02,148.216,150.949,144.245,2.11
K1559,S02,173.56,175.237,172.151,1.67
K1559,S02,173.597,175.237,172.151,1.67
K1559,S02,174.34,175.237,172.151,1.67
K1559,S02,174.031,175.237,172.151,1.67
K1559,S02,173.655,175.237,172.151,1.67
K1560,S03,125.647,126.631,123.822,1.93
K1560,S03,125.081,126.631,123.822,1.93
K1560,S03,125.446,126.631,123.822,1.93
K1561,S03,12.662,14.411,11.159,1.99
K1561,S03,12.878,14.411,11.159,1.99
K1561,S03,12.618,14.411,11.159,1.99
K1562,S01,99.104,102.228,92.89,1.68
K1562,S01,97.898,102.228,92.89,1.68
K1563,S01,25.13,25.723,24.418,1.49
K1563,S01,24.837,25.723,24.418,1.49
K1564,S01,67.638,69.739,63.564,1.9
K1564,S01,66.862,69.739,63.564,1.9
K1565,S02,99.703,104.154,94.666,2.07
K1565,S02,98.215,104.154,94.666,2.07
K1565,S02,99.163,104.154,94.666,2.07
K1565,S02,99.212,104.154,94.666,2.07
K1565,S02,99.471,104.154,94.666,2.07
K1566,S02,121.758,127.412,117.557,0.96
K1566,S02,125.478,127.412,117.557,0.96
K1566,S02,122.772,127.412,117.557,0.96
K1566,S02,124.212,127.412,117.557,0.96
K1566,S02,122.463,127.412,117.557,0.96
K1567,S02,141.247,143.966,138.54,0.79
K1567,S02,139.875,143.966,138.54,0.79
K1567,S02,141.092,143.966,138.54,0.79
K1567,S02,141.565,143.966,138.54,0.79
K1567,S02,138.914,143.966,138.54,0.79
K1568,S01,159.434,160.618,158.931,1.62
K1568,S01,159.889,160.618,158.931,1.62
K1569,S02,96.02,99.579,90.963,1.75
K1569,S02,94.718,99.579,90.963,1.75
K1570,S02,193.459,195.494,188.044,1.09
K1570,S02,193.251,195.494,188.044,1.09
K1570,S02,192.611,195.494,188.044,1.09
K1571,S03,98.626,100.831,95.943,1.0
K1571,S03,97.113,100.831,95.943,1.0
K1572,S04,167.449,168.854,165.355,1.72
K1572,S04,166.607,168.854,165.355,1.72
K1572,S04,167.401,168.854,165.355,1.72
K1572,S04,167.31,168.854,165.355,1.72
K1572,S04,166.54,168.854,165.355,1.72
K1573,S04,162.644,166.845,159.55,1.66
K1573,S04,163.885,166.845,159.55,1.66
K1573,S04,164.477,166.845,159.55,1.66
K1573,S04,162.874,166.845,159.55,1.66
K1573,S04,162.981,166.845,159.55,1.66
K1574,S04,68.362,70.626,64.936,1.79
K1574,S04,68.083,70.626,64.936,1.79
K1574,S04,67.803,70.626,64.936,1.79
K1575,S01,116.88,117.61,116.232,0.68
K1575,S01,117.163,117.61,116.232,0.68
K1575,S01,116.849,117.61,116.232,0.68
K1576,S01,118.454,120.387,115.805,1.57
K1576,S01,118.009,120.387,115.805,1.57
K1576,S01,118.701,120.387,115.805,1.57
K1576,S01,118.192,120.387,115.805,1.57
K1577,S02,20.816,23.924,16.496,1.61
K1577,S02,20.553,23.924,16.496,1.61
K1577,S02,20.083,23.924,16.496,1.61
K1578,S03,97.412,99.66,95.159,1.59
K1578,S03,97.36,99.66,95.159,1.59
K1578,S03,97.652,99.66,95.159,1.59
K1578,S03,97.526,99.66,95.159,1.59
K1578,S03,97.019,99.66,95.159,1.59
K1579,S01,135.583,140.232,133.288,1.51
K1579,S01,138.346,140.232,133.288,1.51
K1579,S01,136.896,140.232,133.288,1.51
K1580,S01,90.333,93.556,87.542,1.79
K1580,S01,90.297,93.556,87.542,1.79
K1580,S01,90.032,93.556,87.542,1.79
K1580,S01,89.495,93.556,87.542,1.79
K1581,S02,182.962,184.521,181.6,1.94
K1581,S02,183.0,184.521,181.6,1.94
K1582,S02,168.029,172.207,163.214,0.97
K1582,S02,169.475,172.207,163.214,0.97
K1582,S02,165.802,172.207,163.214,0.97
K1583,S03,71.295,73.693,68.504,1.3
K1583,S03,71.545,73.693,68.504,1.3
K1583,S03,69.463,73.693,68.504,1.3
K1584,S04,10.951,14.577,5.594,1.01
K1584,S04,8.93,14.577,5.594,1.01
K1584,S04,11.109,14.577,5.594,1.01
K1584,S04,9.3,14.577,5.594,1.01
K1584,S04,11.611,14.577,5.594,1.01
